MAG,Description,GBK,Class,Category,Family
MAG14470,MAG14470_0044,MAG14470_0044.region001,lanthipeptide-class-ii,RiPP,FAM_00281
MAG14471,MAG14471_0012,MAG14471_0012.region001,T3PKS,PKS,FAM_00078
MAG14474,MAG14474_0040,MAG14474_0040.region001,T3PKS,PKS,FAM_00075
MAG14475,MAG14475_0004,MAG14475_0004.region001,arylpolyene,PKS,FAM_00017
MAG14475,MAG14475_0113,MAG14475_0113.region001,RRE-containing,RiPP,FAM_00038
MAG14476,MAG14476_0069,MAG14476_0069.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14476,MAG14476_0105,MAG14476_0105.region001,furan,other,FAM_00323
MAG14477,MAG14477_0019,MAG14477_0019.region001,ranthipeptide,RiPP,FAM_00106
MAG14481,MAG14481_0043,MAG14481_0043.region001,ranthipeptide,RiPP,FAM_00112
MAG14484,MAG14484_0278,MAG14484_0278.region001,RRE-containing,RiPP,FAM_00119
MAG14485,MAG14485_0030,MAG14485_0030.region001,arylpolyene,PKS,FAM_00021
MAG14485,MAG14485_0166,MAG14485_0166.region001,RRE-containing,RiPP,FAM_00034
MAG14488,MAG14488_0320,MAG14488_0320.region001,ranthipeptide,RiPP,FAM_00112
MAG14489,MAG14489_0006,MAG14489_0006.region001,NRPS,NRPS,FAM_00165
MAG14490,MAG14490_0001,MAG14490_0001.region001,NRPS,NRPS,FAM_00165
MAG14491,MAG14491_0001,MAG14491_0001.region001,RiPP-like,RiPP,FAM_00169
MAG14491,MAG14491_0012,MAG14491_0012.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14492,MAG14492_0002,MAG14492_0002.region001,redox-cofactor,RiPP,FAM_00468
MAG14492,MAG14492_0007,MAG14492_0007.region001,NRP-metallophore.NRPS,NRPS,FAM_00351
MAG14492,MAG14492_0009,MAG14492_0009.region001,thiopeptide,RiPP,FAM_00341
MAG14492,MAG14492_0017,MAG14492_0017.region001,RiPP-like,RiPP,FAM_00471
MAG14494,MAG14494_0030,MAG14494_0030.region001,NRPS,NRPS,FAM_00165
MAG14495,MAG14495_0003,MAG14495_0003.region001,RiPP-like,RiPP,FAM_00169
MAG14495,MAG14495_0036,MAG14495_0036.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14496,MAG14496_0001,MAG14496_0001.region001,NRPS,NRPS,FAM_00165
MAG14497,MAG14497_0001,MAG14497_0001.region001,RiPP-like,RiPP,FAM_00169
MAG14497,MAG14497_0016,MAG14497_0016.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14499,MAG14499_0069,MAG14499_0069.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14499,MAG14499_0105,MAG14499_0105.region001,furan,other,FAM_00323
MAG14500,MAG14500_0019,MAG14500_0019.region001,ranthipeptide,RiPP,FAM_00106
MAG14504,MAG14504_0043,MAG14504_0043.region001,ranthipeptide,RiPP,FAM_00112
MAG14505,MAG14505_0004,MAG14505_0004.region001,arylpolyene,PKS,FAM_00017
MAG14505,MAG14505_0113,MAG14505_0113.region001,RRE-containing,RiPP,FAM_00038
MAG14508,MAG14508_0091,MAG14508_0091.region001,RiPP-like,RiPP,FAM_00099
MAG14509,MAG14509_0025,MAG14509_0025.region001,RiPP-like,RiPP,FAM_00089
MAG14511,MAG14511_0025,MAG14511_0025.region001,RiPP-like,RiPP,FAM_00089
MAG14511,MAG14511_0155,MAG14511_0155.region001,RiPP-like,RiPP,FAM_00088
MAG14513,MAG14513_0003,MAG14513_0003.region001,NRPS,NRPS,FAM_00238
MAG14513,MAG14513_0003,MAG14513_0003.region002,opine-like-metallophore,other,FAM_00223
MAG14513,MAG14513_0011,MAG14513_0011.region001,NI-siderophore,other,FAM_00297
MAG14513,MAG14513_0021,MAG14513_0021.region001,T3PKS,PKS,FAM_00427
MAG14513,MAG14513_0052,MAG14513_0052.region001,cyclic-lactone-autoinducer,RiPP,FAM_00434
MAG14514,MAG14514_0026,MAG14514_0026.region001,RiPP-like,RiPP,FAM_00089
MAG14514,MAG14514_0176,MAG14514_0176.region001,RiPP-like,RiPP,FAM_00088
MAG14515,MAG14515_0006,MAG14515_0006.region001,arylpolyene,PKS,FAM_00017
MAG14515,MAG14515_0015,MAG14515_0015.region001,RRE-containing,RiPP,FAM_00038
MAG14516,MAG14516_0029,MAG14516_0029.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14517,MAG14517_0011,MAG14517_0011.region001,RiPP-like,RiPP,FAM_00094
MAG14517,MAG14517_0014,MAG14517_0014.region001,RiPP-like,RiPP,FAM_00097
MAG14517,MAG14517_0124,MAG14517_0124.region001,RiPP-like,RiPP,FAM_00087
MAG14518,MAG14518_0063,MAG14518_0063.region001,RRE-containing,RiPP,FAM_00106
MAG14520,MAG14520_0020,MAG14520_0020.region001,T3PKS,PKS,FAM_00010
MAG14520,MAG14520_0078,MAG14520_0078.region001,lanthipeptide-class-iv,RiPP,FAM_00252
MAG14520,MAG14520_0256,MAG14520_0256.region001,NRPS-like,NRPS,FAM_00002
MAG14522,MAG14522_0059,MAG14522_0059.region001,RRE-containing,RiPP,FAM_00044
MAG14523,MAG14523_0001,MAG14523_0001.region001,T3PKS,PKS,FAM_00084
MAG14524,MAG14524_0004,MAG14524_0004.region001,ranthipeptide,RiPP,FAM_00123
MAG14524,MAG14524_0057,MAG14524_0057.region001,LAP,RiPP,FAM_00101
MAG14528,MAG14528_0003,MAG14528_0003.region001,RRE-containing,RiPP,FAM_00346
MAG14529,MAG14529_0038,MAG14529_0038.region001,RRE-containing,RiPP,FAM_00034
MAG14529,MAG14529_0097,MAG14529_0097.region001,resorcinol,other,FAM_00051
MAG14530,MAG14530_0003,MAG14530_0003.region001,RRE-containing,RiPP,FAM_00346
MAG14531,MAG14531_0036,MAG14531_0036.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14531,MAG14531_0079,MAG14531_0079.region001,lanthipeptide-class-ii,RiPP,FAM_00064
MAG14533,MAG14533_0007,MAG14533_0007.region001,T3PKS,PKS,FAM_00084
MAG14536,MAG14536_0057,MAG14536_0057.region001,ranthipeptide,RiPP,FAM_00110
MAG14538,MAG14538_0007,MAG14538_0007.region001,arylpolyene,PKS,FAM_00017
MAG14538,MAG14538_0015,MAG14538_0015.region001,RRE-containing,RiPP,FAM_00038
MAG14539,MAG14539_0052,MAG14539_0052.region001,RRE-containing,RiPP,FAM_00044
MAG14540,MAG14540_0001,MAG14540_0001.region001,T3PKS,PKS,FAM_00084
MAG14541,MAG14541_0001,MAG14541_0001.region001,lanthipeptide-class-i.resorcinol,RiPP.other,FAM_00058
MAG14541,MAG14541_0056,MAG14541_0056.region001,RRE-containing,RiPP,FAM_00346
MAG14541,MAG14541_0471,MAG14541_0471.region001,lassopeptide,RiPP,FAM_00338
MAG14545,MAG14545_0051,MAG14545_0051.region001,RRE-containing,RiPP,FAM_00044
MAG14546,MAG14546_0006,MAG14546_0006.region001,arylpolyene,PKS,FAM_00017
MAG14546,MAG14546_0013,MAG14546_0013.region001,RRE-containing,RiPP,FAM_00038
MAG14547,MAG14547_0011,MAG14547_0011.region001,RRE-containing,RiPP,FAM_00034
MAG14547,MAG14547_0094,MAG14547_0094.region001,resorcinol,other,FAM_00051
MAG14547,MAG14547_0134,MAG14547_0134.region001,RiPP-like,RiPP,FAM_00241
MAG14548,MAG14548_0041,MAG14548_0041.region001,ranthipeptide,RiPP,FAM_00106
MAG14549,MAG14549_0132,MAG14549_0132.region001,T3PKS,PKS,FAM_00082
MAG14551,MAG14551_0029,MAG14551_0029.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14553,MAG14553_0007,MAG14553_0007.region001,RRE-containing,RiPP,FAM_00346
MAG14554,MAG14554_0008,MAG14554_0008.region001,RiPP-like,RiPP,FAM_00094
MAG14554,MAG14554_0017,MAG14554_0017.region001,RiPP-like,RiPP,FAM_00097
MAG14554,MAG14554_0131,MAG14554_0131.region001,RiPP-like,RiPP,FAM_00087
MAG14555,MAG14555_0031,MAG14555_0031.region001,T3PKS,PKS,FAM_00011
MAG14556,MAG14556_0001,MAG14556_0001.region001,T3PKS,PKS,FAM_00084
MAG14558,MAG14558_0006,MAG14558_0006.region001,arylpolyene,PKS,FAM_00017
MAG14558,MAG14558_0017,MAG14558_0017.region001,RRE-containing,RiPP,FAM_00038
MAG14561,MAG14561_0005,MAG14561_0005.region001,ranthipeptide,RiPP,FAM_00123
MAG14563,MAG14563_0008,MAG14563_0008.region001,RRE-containing,RiPP,FAM_00034
MAG14564,MAG14564_0032,MAG14564_0032.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14565,MAG14565_0097,MAG14565_0097.region001,RRE-containing,RiPP,FAM_00106
MAG14566,MAG14566_0005,MAG14566_0005.region001,arylpolyene,PKS,FAM_00017
MAG14566,MAG14566_0012,MAG14566_0012.region001,RRE-containing,RiPP,FAM_00038
MAG14567,MAG14567_0105,MAG14567_0105.region001,ranthipeptide,RiPP,FAM_00106
MAG14568,MAG14568_0025,MAG14568_0025.region001,ranthipeptide,RiPP,FAM_00118
MAG14570,MAG14570_0033,MAG14570_0033.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14571,MAG14571_0007,MAG14571_0007.region001,RRE-containing,RiPP,FAM_00346
MAG14572,MAG14572_0001,MAG14572_0001.region001,T3PKS,PKS,FAM_00084
MAG14573,MAG14573_0029,MAG14573_0029.region001,ranthipeptide,RiPP,FAM_00123
MAG14575,MAG14575_0051,MAG14575_0051.region001,RiPP-like,RiPP,FAM_00241
MAG14575,MAG14575_0055,MAG14575_0055.region001,RRE-containing,RiPP,FAM_00044
MAG14575,MAG14575_0061,MAG14575_0061.region001,resorcinol,other,FAM_00051
MAG14578,MAG14578_0024,MAG14578_0024.region001,RiPP-like,RiPP,FAM_00094
MAG14578,MAG14578_0027,MAG14578_0027.region001,RiPP-like,RiPP,FAM_00097
MAG14578,MAG14578_0105,MAG14578_0105.region001,RiPP-like,RiPP,FAM_00087
MAG14579,MAG14579_0001,MAG14579_0001.region001,T3PKS,PKS,FAM_00084
MAG14581,MAG14581_0028,MAG14581_0028.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14582,MAG14582_0002,MAG14582_0002.region001,ranthipeptide,RiPP,FAM_00123
MAG14583,MAG14583_0002,MAG14583_0002.region001,RRE-containing,RiPP,FAM_00346
MAG14584,MAG14584_0010,MAG14584_0010.region001,RRE-containing,RiPP,FAM_00034
MAG14584,MAG14584_0072,MAG14584_0072.region001,RiPP-like,RiPP,FAM_00241
MAG14586,MAG14586_0004,MAG14586_0004.region001,T3PKS,PKS,FAM_00011
MAG14586,MAG14586_0006,MAG14586_0006.region001,NRPS-like,NRPS,FAM_00003
MAG14588,MAG14588_0007,MAG14588_0007.region001,arylpolyene,PKS,FAM_00017
MAG14588,MAG14588_0015,MAG14588_0015.region001,RRE-containing,RiPP,FAM_00038
MAG14589,MAG14589_0072,MAG14589_0072.region001,RRE-containing,RiPP,FAM_00044
MAG14590,MAG14590_0023,MAG14590_0023.region001,ranthipeptide,RiPP,FAM_00118
MAG14594,MAG14594_0015,MAG14594_0015.region001,ranthipeptide,RiPP,FAM_00121
MAG14594,MAG14594_0071,MAG14594_0071.region001,RiPP-like,RiPP,FAM_00182
MAG14595,MAG14595_0040,MAG14595_0040.region001,ranthipeptide,RiPP,FAM_00122
MAG14596,MAG14596_0002,MAG14596_0002.region001,ranthipeptide,RiPP,FAM_00112
MAG14596,MAG14596_0019,MAG14596_0019.region001,RaS-RiPP,RiPP,FAM_00226
MAG14599,MAG14599_0004,MAG14599_0004.region001,ranthipeptide,RiPP,FAM_00106
MAG14601,MAG14601_0001,MAG14601_0001.region001,NRPS-like,NRPS,FAM_00001
MAG14601,MAG14601_0011,MAG14601_0011.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14601,MAG14601_0013,MAG14601_0013.region001,T3PKS,PKS,FAM_00011
MAG14603,MAG14603_0030,MAG14603_0030.region001,arylpolyene,PKS,FAM_00017
MAG14606,MAG14606_0087,MAG14606_0087.region001,arylpolyene,PKS,FAM_00046
MAG14606,MAG14606_0114,MAG14606_0114.region001,RRE-containing,RiPP,FAM_00034
MAG14608,MAG14608_0008,MAG14608_0008.region001,RRE-containing,RiPP,FAM_00034
MAG14608,MAG14608_0066,MAG14608_0066.region001,arylpolyene,PKS,FAM_00046
MAG14611,MAG14611_0028,MAG14611_0028.region001,T3PKS,PKS,FAM_00084
MAG14612,MAG14612_0014,MAG14612_0014.region001,T3PKS,PKS,FAM_00011
MAG14612,MAG14612_0024,MAG14612_0024.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14613,MAG14613_0002,MAG14613_0002.region001,ranthipeptide,RiPP,FAM_00112
MAG14613,MAG14613_0014,MAG14613_0014.region001,RaS-RiPP,RiPP,FAM_00226
MAG14617,MAG14617_0130,MAG14617_0130.region001,NRPS,NRPS,FAM_00397
MAG14617,MAG14617_0662,MAG14617_0662.region001,RiPP-like,RiPP,FAM_00341
MAG14618,MAG14618_0028,MAG14618_0028.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14618,MAG14618_0090,MAG14618_0090.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG14619,MAG14619_0183,MAG14619_0183.region001,ranthipeptide,RiPP,FAM_00106
MAG14620,MAG14620_0001,MAG14620_0001.region001,ranthipeptide,RiPP,FAM_00111
MAG14620,MAG14620_0021,MAG14620_0021.region001,RaS-RiPP,RiPP,FAM_00226
MAG14621,MAG14621_0006,MAG14621_0006.region001,arylpolyene,PKS,FAM_00025
MAG14621,MAG14621_0045,MAG14621_0045.region001,RRE-containing,RiPP,FAM_00035
MAG14621,MAG14621_0061,MAG14621_0061.region001,arylpolyene,PKS,FAM_00021
MAG14622,MAG14622_0015,MAG14622_0015.region001,T3PKS,PKS,FAM_00011
MAG14622,MAG14622_0040,MAG14622_0040.region001,NRPS-like,NRPS,FAM_00004
MAG14622,MAG14622_0069,MAG14622_0069.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14626,MAG14626_0109,MAG14626_0109.region001,T3PKS,PKS,FAM_00078
MAG14628,MAG14628_0022,MAG14628_0022.region001,arylpolyene,PKS,FAM_00026
MAG14628,MAG14628_0023,MAG14628_0023.region001,RRE-containing,RiPP,FAM_00034
MAG14629,MAG14629_0008,MAG14629_0008.region001,T3PKS,PKS,FAM_00011
MAG14629,MAG14629_0012,MAG14629_0012.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14629,MAG14629_0035,MAG14629_0035.region001,NRPS-like,NRPS,FAM_00003
MAG14630,MAG14630_0036,MAG14630_0036.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14631,MAG14631_0001,MAG14631_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG14631,MAG14631_0018,MAG14631_0018.region001,RaS-RiPP,RiPP,FAM_00226
MAG14634,MAG14634_0066,MAG14634_0066.region001,RRE-containing,RiPP,FAM_00106
MAG14636,MAG14636_0021,MAG14636_0021.region001,RRE-containing,RiPP,FAM_00045
MAG14636,MAG14636_0086,MAG14636_0086.region001,lanthipeptide-class-ii,RiPP,FAM_00064
MAG14637,MAG14637_0231,MAG14637_0231.region001,RiPP-like,RiPP,FAM_00532
MAG14639,MAG14639_0001,MAG14639_0001.region001,NRPS-like,NRPS,FAM_00001
MAG14639,MAG14639_0011,MAG14639_0011.region001,T3PKS,PKS,FAM_00011
MAG14639,MAG14639_0020,MAG14639_0020.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14644,MAG14644_0005,MAG14644_0005.region001,RiPP-like,RiPP,FAM_00008
MAG14644,MAG14644_0102,MAG14644_0102.region001,ranthipeptide,RiPP,FAM_00126
MAG14645,MAG14645_0013,MAG14645_0013.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG14645,MAG14645_0058,MAG14645_0058.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14646,MAG14646_0001,MAG14646_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG14647,MAG14647_0054,MAG14647_0054.region001,lanthipeptide-class-i,RiPP,FAM_00286
MAG14648,MAG14648_0008,MAG14648_0008.region001,ranthipeptide,RiPP,FAM_00123
MAG14650,MAG14650_0394,MAG14650_0394.region001,ranthipeptide,RiPP,FAM_00135
MAG14651,MAG14651_0025,MAG14651_0025.region001,ranthipeptide,RiPP,FAM_00118
MAG14653,MAG14653_0001,MAG14653_0001.region001,RiPP-like,RiPP,FAM_00008
MAG14653,MAG14653_0064,MAG14653_0064.region001,ranthipeptide,RiPP,FAM_00126
MAG14654,MAG14654_0002,MAG14654_0002.region001,ranthipeptide,RiPP,FAM_00123
MAG14655,MAG14655_0016,MAG14655_0016.region001,T3PKS,PKS,FAM_00084
MAG14656,MAG14656_0027,MAG14656_0027.region001,RRE-containing,RiPP,FAM_00045
MAG14659,MAG14659_0003,MAG14659_0003.region001,ranthipeptide,RiPP,FAM_00112
MAG14660,MAG14660_0035,MAG14660_0035.region001,T3PKS,PKS,FAM_00076
MAG14662,MAG14662_0045,MAG14662_0045.region001,T3PKS,PKS,FAM_00081
MAG14663,MAG14663_0012,MAG14663_0012.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG14663,MAG14663_0029,MAG14663_0029.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14664,MAG14664_0043,MAG14664_0043.region001,T3PKS,PKS,FAM_00081
MAG14666,MAG14666_0037,MAG14666_0037.region001,NRPS-like,NRPS,FAM_00004
MAG14666,MAG14666_0090,MAG14666_0090.region001,T3PKS,PKS,FAM_00013
MAG14667,MAG14667_0004,MAG14667_0004.region001,ranthipeptide,RiPP,FAM_00112
MAG14668,MAG14668_0001,MAG14668_0001.region001,ranthipeptide,RiPP,FAM_00123
MAG14669,MAG14669_0032,MAG14669_0032.region001,T3PKS,PKS,FAM_00076
MAG14671,MAG14671_0021,MAG14671_0021.region001,RRE-containing,RiPP,FAM_00045
MAG14671,MAG14671_0110,MAG14671_0110.region001,lanthipeptide-class-ii,RiPP,FAM_00064
MAG14673,MAG14673_0007,MAG14673_0007.region001,RiPP-like,RiPP,FAM_00008
MAG14673,MAG14673_0037,MAG14673_0037.region001,ranthipeptide,RiPP,FAM_00126
MAG14674,MAG14674_0041,MAG14674_0041.region001,T3PKS,PKS,FAM_00084
MAG14677,MAG14677_0006,MAG14677_0006.region001,NRPS-like,NRPS,FAM_00001
MAG14677,MAG14677_0025,MAG14677_0025.region001,T3PKS,PKS,FAM_00011
MAG14677,MAG14677_0030,MAG14677_0030.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14680,MAG14680_0033,MAG14680_0033.region001,ranthipeptide,RiPP,FAM_00112
MAG14681,MAG14681_0046,MAG14681_0046.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14681,MAG14681_0057,MAG14681_0057.region001,lanthipeptide-class-v,RiPP,FAM_00179
MAG14682,MAG14682_0072,MAG14682_0072.region001,RRE-containing,RiPP,FAM_00045
MAG14683,MAG14683_0013,MAG14683_0013.region001,T3PKS,PKS,FAM_00084
MAG14685,MAG14685_0026,MAG14685_0026.region001,ranthipeptide,RiPP,FAM_00123
MAG14686,MAG14686_0006,MAG14686_0006.region001,ranthipeptide,RiPP,FAM_00109
MAG14687,MAG14687_0045,MAG14687_0045.region001,T3PKS,PKS,FAM_00081
MAG14688,MAG14688_0001,MAG14688_0001.region001,NRPS-like,NRPS,FAM_00001
MAG14688,MAG14688_0012,MAG14688_0012.region001,T3PKS,PKS,FAM_00011
MAG14688,MAG14688_0025,MAG14688_0025.region001,lanthipeptide-class-iii,RiPP,FAM_00252
MAG14690,MAG14690_0017,MAG14690_0017.region001,T3PKS,PKS,FAM_00084
MAG14693,MAG14693_0054,MAG14693_0054.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14696,MAG14696_0011,MAG14696_0011.region001,RiPP-like,RiPP,FAM_00008
MAG14696,MAG14696_0053,MAG14696_0053.region001,ranthipeptide,RiPP,FAM_00126
MAG14697,MAG14697_0001,MAG14697_0001.region001,ranthipeptide,RiPP,FAM_00112
MAG14698,MAG14698_0003,MAG14698_0003.region001,ranthipeptide,RiPP,FAM_00123
MAG14700,MAG14700_0017,MAG14700_0017.region001,RRE-containing,RiPP,FAM_00045
MAG14701,MAG14701_0016,MAG14701_0016.region001,ranthipeptide,RiPP,FAM_00125
MAG14702,MAG14702_0028,MAG14702_0028.region001,T3PKS,PKS,FAM_00076
MAG14704,MAG14704_0007,MAG14704_0007.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG14704,MAG14704_0020,MAG14704_0020.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14707,MAG14707_0010,MAG14707_0010.region001,ranthipeptide,RiPP,FAM_00121
MAG14707,MAG14707_0011,MAG14707_0011.region001,RiPP-like,RiPP,FAM_00182
MAG14708,MAG14708_0006,MAG14708_0006.region001,RiPP-like,RiPP,FAM_00261
MAG14708,MAG14708_0035,MAG14708_0035.region001,ranthipeptide,RiPP,FAM_00113
MAG14710,MAG14710_0149,MAG14710_0149.region001,RRE-containing,RiPP,FAM_00034
MAG14712,MAG14712_0023,MAG14712_0023.region001,T3PKS,PKS,FAM_00083
MAG14713,MAG14713_0003,MAG14713_0003.region001,RaS-RiPP,RiPP,FAM_00226
MAG14713,MAG14713_0033,MAG14713_0033.region001,ranthipeptide,RiPP,FAM_00111
MAG14716,MAG14716_0044,MAG14716_0044.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14716,MAG14716_0055,MAG14716_0055.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG14717,MAG14717_0005,MAG14717_0005.region001,RiPP-like,RiPP,FAM_00195
MAG14718,MAG14718_0280,MAG14718_0280.region001,ranthipeptide,RiPP,FAM_00136
MAG14719,MAG14719_0029,MAG14719_0029.region001,T3PKS,PKS,FAM_00083
MAG14720,MAG14720_0253,MAG14720_0253.region001,ranthipeptide,RiPP,FAM_00107
MAG14721,MAG14721_0009,MAG14721_0009.region001,ranthipeptide,RiPP,FAM_00121
MAG14721,MAG14721_0012,MAG14721_0012.region001,RiPP-like,RiPP,FAM_00182
MAG14722,MAG14722_0026,MAG14722_0026.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14723,MAG14723_0054,MAG14723_0054.region001,ranthipeptide,RiPP,FAM_00113
MAG14726,MAG14726_0028,MAG14726_0028.region001,RRE-containing,RiPP,FAM_00035
MAG14728,MAG14728_0050,MAG14728_0050.region001,RRE-containing,RiPP,FAM_00163
MAG14731,MAG14731_0087,MAG14731_0087.region001,RRE-containing,RiPP,FAM_00130
MAG14732,MAG14732_0003,MAG14732_0003.region001,RaS-RiPP,RiPP,FAM_00226
MAG14732,MAG14732_0049,MAG14732_0049.region001,ranthipeptide,RiPP,FAM_00112
MAG14734,MAG14734_0035,MAG14734_0035.region001,lanthipeptide-class-ii,RiPP,FAM_00175
MAG14734,MAG14734_0037,MAG14734_0037.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14735,MAG14735_0015,MAG14735_0015.region001,RiPP-like,RiPP,FAM_00095
MAG14735,MAG14735_0035,MAG14735_0035.region001,furan,other,FAM_00323
MAG14735,MAG14735_0046,MAG14735_0046.region001,lanthipeptide-class-i,RiPP,FAM_00499
MAG14735,MAG14735_0048,MAG14735_0048.region001,RiPP-like,RiPP,FAM_00305
MAG14737,MAG14737_0001,MAG14737_0001.region001,RiPP-like,RiPP,FAM_00240
MAG14737,MAG14737_0032,MAG14737_0032.region001,RiPP-like,RiPP,FAM_00090
MAG14737,MAG14737_0102,MAG14737_0102.region001,RiPP-like,RiPP,FAM_00087
MAG14737,MAG14737_0125,MAG14737_0125.region001,RiPP-like,RiPP,FAM_00093
MAG14738,MAG14738_0066,MAG14738_0066.region001,RiPP-like,RiPP,FAM_00096
MAG14738,MAG14738_0095,MAG14738_0095.region001,RiPP-like,RiPP,FAM_00096
MAG14740,MAG14740_0001,MAG14740_0001.region001,NRPS,NRPS,FAM_00165
MAG14742,MAG14742_0006,MAG14742_0006.region001,RiPP-like,RiPP,FAM_00240
MAG14742,MAG14742_0108,MAG14742_0108.region001,RiPP-like,RiPP,FAM_00087
MAG14742,MAG14742_0131,MAG14742_0131.region001,RiPP-like,RiPP,FAM_00089
MAG14742,MAG14742_0192,MAG14742_0192.region001,RiPP-like,RiPP,FAM_00103
MAG14743,MAG14743_0010,MAG14743_0010.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14744,MAG14744_0031,MAG14744_0031.region001,NRPS,NRPS,FAM_00165
MAG14745,MAG14745_0005,MAG14745_0005.region001,furan,other,FAM_00323
MAG14745,MAG14745_0010,MAG14745_0010.region001,lanthipeptide-class-i,RiPP,FAM_00499
MAG14745,MAG14745_0089,MAG14745_0089.region001,RiPP-like,RiPP,FAM_00098
MAG14745,MAG14745_0096,MAG14745_0096.region001,RiPP-like,RiPP,FAM_00305
MAG14745,MAG14745_0182,MAG14745_0182.region001,RiPP-like,RiPP,FAM_00438
MAG14746,MAG14746_0057,MAG14746_0057.region001,RiPP-like,RiPP,FAM_00089
MAG14746,MAG14746_0145,MAG14746_0145.region001,RiPP-like,RiPP,FAM_00088
MAG14747,MAG14747_0040,MAG14747_0040.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14747,MAG14747_0090,MAG14747_0090.region001,RiPP-like,RiPP,FAM_00171
MAG14748,MAG14748_0001,MAG14748_0001.region001,RiPP-like,RiPP,FAM_00240
MAG14748,MAG14748_0084,MAG14748_0084.region001,RiPP-like,RiPP,FAM_00087
MAG14748,MAG14748_0115,MAG14748_0115.region001,RiPP-like,RiPP,FAM_00094
MAG14748,MAG14748_0118,MAG14748_0118.region001,LAP,RiPP,FAM_00101
MAG14750,MAG14750_0006,MAG14750_0006.region001,RiPP-like,RiPP,FAM_00240
MAG14750,MAG14750_0127,MAG14750_0127.region001,RiPP-like,RiPP,FAM_00087
MAG14750,MAG14750_0149,MAG14750_0149.region001,RiPP-like,RiPP,FAM_00089
MAG14750,MAG14750_0221,MAG14750_0221.region001,RiPP-like,RiPP,FAM_00103
MAG14751,MAG14751_0005,MAG14751_0005.region001,NRPS,NRPS,FAM_00165
MAG14752,MAG14752_0057,MAG14752_0057.region001,RiPP-like,RiPP,FAM_00085
MAG14752,MAG14752_0060,MAG14752_0060.region001,RiPP-like,RiPP,FAM_00089
MAG14752,MAG14752_0116,MAG14752_0116.region001,RiPP-like,RiPP,FAM_00091
MAG14753,MAG14753_0001,MAG14753_0001.region001,RiPP-like,RiPP,FAM_00170
MAG14753,MAG14753_0017,MAG14753_0017.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14754,MAG14754_0002,MAG14754_0002.region001,T3PKS,PKS,FAM_00075
MAG14755,MAG14755_0021,MAG14755_0021.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14756,MAG14756_0041,MAG14756_0041.region001,hglE-KS,PKS,FAM_00376
MAG14757,MAG14757_0003,MAG14757_0003.region001,RiPP-like,RiPP,FAM_00438
MAG14757,MAG14757_0105,MAG14757_0105.region001,lanthipeptide-class-iv,RiPP,FAM_00438
MAG14758,MAG14758_0041,MAG14758_0041.region001,NRPS,NRPS,FAM_00165
MAG14761,MAG14761_0014,MAG14761_0014.region001,lanthipeptide-class-iii,RiPP,FAM_00180
MAG14763,MAG14763_0017,MAG14763_0017.region001,RiPP-like,RiPP,FAM_00240
MAG14763,MAG14763_0029,MAG14763_0029.region001,RiPP-like,RiPP,FAM_00097
MAG14763,MAG14763_0127,MAG14763_0127.region001,RiPP-like,RiPP,FAM_00087
MAG14763,MAG14763_0153,MAG14763_0153.region001,RiPP-like,RiPP,FAM_00093
