sequence,region,type,From_To,most_similar_known_cluster,most_similar_known_cluster_type,similarity,BGC
MAG13686_0017,17.1,['lanthipeptide-class-ii'],1_11722,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13686_0017,17.1,['lanthipeptide-class-ii'],1_11722,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13686_0017,17.1,['lanthipeptide-class-ii'],1_11722,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13686_0017,17.1,['lanthipeptide-class-ii'],1_11722,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13686_0018,18.1,['lanthipeptide-class-iii'],1_10565,,,,
MAG13689_0025,25.1,['T3PKS'],1_16082,,,,
MAG13690_0004,4.1,['arylpolyene'],1_30238,flexirubin,Other,28,BGC0000839
MAG13690_0004,4.1,['arylpolyene'],1_30238,flexirubin,Polyketide,13,BGC0000838
MAG13690_0004,4.1,['arylpolyene'],1_30238,APE Vf,Other,15,BGC0000837
MAG13690_0004,4.1,['arylpolyene'],1_30238,aryl polyenes,Other,16,BGC0002008
MAG13690_0012,12.1,['RRE-containing'],20764_41153,,,,
MAG13691_0025,25.1,['RiPP-like'],30966_38270,,,,
MAG13692_0001,1.1,['ranthipeptide'],60981_82636,,,,
MAG13692_0001,1.2,['LAP'],60981_82636,,,,
MAG13692_0003,3.1,['RiPP-like'],32159_46852,,,,
MAG13693_0022,22.1,['T3PKS'],1_18284,,,,
MAG13694_0101,101.1,['ranthipeptide'],1_4544,,,,
MAG13696_0037,37.1,['RRE-containing'],1_16376,,,,
MAG13697_0002,2.1,['lanthipeptide-class-ii'],78952_92240,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13697_0002,2.1,['lanthipeptide-class-ii'],78952_92240,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13697_0002,2.1,['lanthipeptide-class-ii'],78952_92240,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13697_0002,2.1,['lanthipeptide-class-ii'],78952_92240,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13697_0002,2.1,['lanthipeptide-class-ii'],78952_92240,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13697_0027,27.1,['lanthipeptide-class-iii'],1_10567,,,,
MAG13698_0010,10.1,['ranthipeptide'],12892_29951,,,,
MAG13700_0006,6.1,['ranthipeptide'],58484_78630,,,,
MAG13700_0012,12.1,['RaS-RiPP'],9403_34629,,,,
MAG13701_0007,7.1,['arylpolyene'],54828_80712,flexirubin,Other,16,BGC0000839
MAG13701_0007,7.1,['arylpolyene'],54828_80712,flexirubin,Polyketide,8,BGC0000838
MAG13701_0039,39.1,['RRE-containing'],1_12474,,,,
MAG13702_0072,72.1,['RRE-containing'],1_8092,,,,
MAG13704_0001,1.1,['ranthipeptide'],259899_280450,,,,
MAG13707_0009,9.1,['NRPS-like'],1_32504,,,,
MAG13707_0011,11.1,['T3PKS'],1_30004,,,,
MAG13708_0001,1.1,['ranthipeptide'],78400_99969,,,,
MAG13708_0003,3.1,['RiPP-like'],52259_62504,,,,
MAG13710_0001,1.1,['NRPS-like'],111663_154122,,,,
MAG13710_0003,3.1,['RRE-containing'],7152_28384,,,,
MAG13710_0011,11.1,['lanthipeptide-class-iii'],1_15084,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG13710_0013,13.1,['T3PKS'],1_31098,,,,
MAG13712_0024,24.1,['arylpolyene'],1_27569,flexirubin,Other,20,BGC0000839
MAG13712_0024,24.1,['arylpolyene'],1_27569,flexirubin,Polyketide,8,BGC0000838
MAG13712_0024,24.1,['arylpolyene'],1_27569,APE Vf,Other,10,BGC0000837
MAG13712_0024,24.1,['arylpolyene'],1_27569,aryl polyenes,Other,11,BGC0002008
MAG13712_0046,46.1,['RRE-containing'],1_12575,,,,
MAG13715_0026,26.1,['RRE-containing'],11113_26716,,,,
MAG13718_0001,1.1,['ranthipeptide'],77787_97933,,,,
MAG13719_0005,5.1,['ranthipeptide'],40578_62222,,,,
MAG13720_0066,66.1,['ranthipeptide'],1_5387,,,,
MAG13722_0001,1.1,['RiPP-like'],100308_111489,,,,
MAG13722_0028,28.1,['lanthipeptide-class-ii'],1_11183,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13722_0028,28.1,['lanthipeptide-class-ii'],1_11183,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13722_0028,28.1,['lanthipeptide-class-ii'],1_11183,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13722_0028,28.1,['lanthipeptide-class-ii'],1_11183,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13722_0028,28.1,['lanthipeptide-class-ii'],1_11183,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13722_0029,29.1,['lanthipeptide-class-iii'],1_10626,,,,
MAG13723_0010,10.1,['ranthipeptide'],3981_25636,,,,
MAG13723_0015,15.1,['RiPP-like'],32078_42524,,,,
MAG13724_0013,13.1,['ranthipeptide'],45208_66168,,,,
MAG13725_0002,2.1,['RiPP-like'],80128_91309,,,,
MAG13725_0009,9.1,['lanthipeptide-class-ii'],1426_24260,salivaricin A,RiPP:Lanthipeptide,87,BGC0000548
MAG13725_0010,10.1,"['NRPS', 'T1PKS', 'NRPS-like']",1_46562,,,,
MAG13728_0013,13.1,['arylpolyene'],1_27093,flexirubin,Other,28,BGC0000839
MAG13728_0013,13.1,['arylpolyene'],1_27093,flexirubin,Polyketide,13,BGC0000838
MAG13728_0013,13.1,['arylpolyene'],1_27093,APE Vf,Other,15,BGC0000837
MAG13728_0013,13.1,['arylpolyene'],1_27093,aryl polyenes,Other,16,BGC0002008
MAG13729_0001,1.1,['ranthipeptide'],1_14945,,,,
MAG13729_0026,26.1,['RiPP-like'],9169_17770,,,,
MAG13730_0001,1.1,['ranthipeptide'],206653_227457,,,,
MAG13731_0033,33.1,['RiPP-like'],8551_14046,,,,
MAG13731_0065,65.1,['T3PKS'],1_8931,,,,
MAG13731_0165,165.1,['RiPP-like'],1_3879,,,,
MAG13733_0001,1.1,['RaS-RiPP'],70167_95393,,,,
MAG13733_0035,35.1,['ranthipeptide'],1_11335,,,,
MAG13735_0026,26.1,['RRE-containing'],1_16229,,,,
MAG13736_0106,106.1,['ranthipeptide'],1_5296,,,,
MAG13737_0025,25.1,['ranthipeptide'],604_16987,,,,
MAG13738_0026,26.1,['T3PKS'],1_21570,,,,
MAG13740_0015,15.1,['lanthipeptide-class-ii'],1_11261,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13740_0015,15.1,['lanthipeptide-class-ii'],1_11261,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13740_0015,15.1,['lanthipeptide-class-ii'],1_11261,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13740_0015,15.1,['lanthipeptide-class-ii'],1_11261,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13740_0015,15.1,['lanthipeptide-class-ii'],1_11261,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13740_0016,16.1,['lanthipeptide-class-iii'],1_10604,,,,
MAG13741_0001,1.1,['T3PKS'],89620_130927,,,,
MAG13742_0107,107.1,['RRE-containing'],1_7380,,,,
MAG13744_0007,7.1,['RiPP-like'],2454_13635,,,,
MAG13744_0014,14.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13745_0028,28.1,['T3PKS'],1_20883,,,,
MAG13746_0002,2.1,['RaS-RiPP'],22542_47768,,,,
MAG13746_0009,9.1,['ranthipeptide'],51777_71923,,,,
MAG13747_0002,2.1,['lanthipeptide-class-ii'],80853_103558,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13747_0002,2.1,['lanthipeptide-class-ii'],80853_103558,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13747_0015,15.1,['RiPP-like'],2326_13588,,,,
MAG13748_0035,35.1,['NRPS'],1_23389,tridecaptin,NRP,40,BGC0000449
MAG13748_0035,35.1,['NRPS'],1_23389,tridecaptin M,NRP,50,BGC0001843
MAG13749_0006,6.1,['T3PKS'],17321_58448,,,,
MAG13749_0013,13.1,['NRPS-like'],1_32500,,,,
MAG13751_0001,1.1,['ranthipeptide'],106277_127689,,,,
MAG13753_0010,10.1,['arylpolyene'],1_20383,flexirubin,Other,28,BGC0000839
MAG13753_0010,10.1,['arylpolyene'],1_20383,flexirubin,Polyketide,13,BGC0000838
MAG13753_0010,10.1,['arylpolyene'],1_20383,APE Vf,Other,15,BGC0000837
MAG13753_0010,10.1,['arylpolyene'],1_20383,aryl polyenes,Other,16,BGC0002008
MAG13753_0040,40.1,['RRE-containing'],1_10620,,,,
MAG13754_0040,40.1,['RRE-containing'],1_6311,,,,
MAG13755_0009,9.1,['ranthipeptide'],47258_65723,,,,
MAG13756_0042,42.1,['T3PKS'],1_11076,,,,
MAG13759_0028,28.1,['lanthipeptide-class-ii'],1_11197,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13759_0028,28.1,['lanthipeptide-class-ii'],1_11197,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13759_0028,28.1,['lanthipeptide-class-ii'],1_11197,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13759_0028,28.1,['lanthipeptide-class-ii'],1_11197,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13759_0028,28.1,['lanthipeptide-class-ii'],1_11197,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13759_0030,30.1,['lanthipeptide-class-iii'],1_10542,,,,
MAG13760_0014,14.1,['RiPP-like'],27249_38430,,,,
MAG13760_0020,20.1,['lanthipeptide-class-ii'],1_11230,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13760_0020,20.1,['lanthipeptide-class-ii'],1_11230,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13760_0020,20.1,['lanthipeptide-class-ii'],1_11230,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13760_0020,20.1,['lanthipeptide-class-ii'],1_11230,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13760_0020,20.1,['lanthipeptide-class-ii'],1_11230,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13760_0021,21.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13761_0003,3.1,['T3PKS'],5774_47210,,,,
MAG13762_0011,11.1,['ranthipeptide'],1_20012,,,,
MAG13764_0019,19.1,['arylpolyene'],1_16308,flexirubin,Polyketide,8,BGC0000838
MAG13764_0019,19.1,['arylpolyene'],1_16308,flexirubin,Other,12,BGC0000839
MAG13764_0028,28.1,['arylpolyene'],1_14000,flexirubin,Other,16,BGC0000839
MAG13764_0028,28.1,['arylpolyene'],1_14000,flexirubin,Polyketide,5,BGC0000838
MAG13764_0028,28.1,['arylpolyene'],1_14000,APE Vf,Other,10,BGC0000837
MAG13764_0028,28.1,['arylpolyene'],1_14000,aryl polyenes,Other,11,BGC0002008
MAG13764_0133,133.1,['LAP'],1_5626,,,,
MAG13765_0042,42.1,['T3PKS'],1_11315,,,,
MAG13766_0004,4.1,['lanthipeptide-class-ii'],100435_121002,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13766_0004,4.1,['lanthipeptide-class-ii'],100435_121002,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13766_0004,4.1,['lanthipeptide-class-ii'],100435_121002,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13766_0004,4.1,['lanthipeptide-class-ii'],100435_121002,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13766_0004,4.1,['lanthipeptide-class-ii'],100435_121002,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13766_0016,16.1,['lanthipeptide-class-iii'],1_10626,,,,
MAG13767_0002,2.1,['ranthipeptide'],77220_98875,,,,
MAG13767_0002,2.2,['LAP'],77220_98875,,,,
MAG13767_0004,4.1,['RiPP-like'],1_5288,,,,
MAG13767_0008,8.1,['RiPP-like'],32213_43083,,,,
MAG13773_0038,38.1,['ranthipeptide'],1_11135,,,,
MAG13774_0107,107.1,['RRE-containing'],1_8005,,,,
MAG13774_0111,111.1,['arylpolyene'],1_7625,flexirubin,Polyketide,5,BGC0000838
MAG13774_0111,111.1,['arylpolyene'],1_7625,flexirubin,Other,8,BGC0000839
MAG13775_0001,1.1,['ranthipeptide'],1_20092,,,,
MAG13776_0001,1.1,['NRPS-like'],114539_156284,,,,
MAG13776_0003,3.1,['RiPP-like'],110017_126277,,,,
MAG13776_0010,10.1,['ranthipeptide'],1_14952,,,,
MAG13777_0005,5.1,['lanthipeptide-class-ii'],1_13347,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13777_0005,5.1,['lanthipeptide-class-ii'],1_13347,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13777_0005,5.1,['lanthipeptide-class-ii'],1_13347,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13777_0005,5.1,['lanthipeptide-class-ii'],1_13347,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13777_0005,5.1,['lanthipeptide-class-ii'],1_13347,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13777_0015,15.1,['lanthipeptide-class-iii'],1_10570,,,,
MAG13778_0044,44.1,['arylpolyene'],1_20257,flexirubin,Other,16,BGC0000839
MAG13778_0044,44.1,['arylpolyene'],1_20257,flexirubin,Polyketide,8,BGC0000838
MAG13778_0054,54.1,['RRE-containing'],1_12478,,,,
MAG13778_0063,63.1,"['resorcinol', 'lanthipeptide-class-ii']",1_12021,,,,
MAG13778_0098,98.1,['arylpolyene'],1_5235,flexirubin,Other,8,BGC0000839
MAG13778_0098,98.1,['arylpolyene'],1_5235,flexirubin,Polyketide,5,BGC0000838
MAG13778_0175,175.1,['arylpolyene'],1_1720,flexirubin,Other,8,BGC0000839
MAG13778_0175,175.1,['arylpolyene'],1_1720,flexirubin,Polyketide,5,BGC0000838
MAG13778_0219,219.1,['arylpolyene'],1_1065,,,,
MAG13779_0004,4.1,['lanthipeptide-class-iii'],23652_38735,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG13779_0005,5.1,['NRPS-like'],1_37755,,,,
MAG13779_0029,29.1,['T3PKS'],1_14662,,,,
MAG13780_0005,5.1,['LAP'],50262_72298,,,,
MAG13780_0011,11.1,['lanthipeptide-class-iii'],1_10563,,,,
MAG13781_0178,178.1,['ranthipeptide'],1_3149,,,,
MAG13782_0006,6.1,['ranthipeptide'],51671_73340,,,,
MAG13783_0002,2.1,['RRE-containing'],1484_16205,,,,
MAG13783_0074,74.1,['resorcinol'],1_6349,,,,
MAG13785_0071,71.1,['RRE-containing'],1_11033,,,,
MAG13786_0001,1.1,['NRPS-like'],98061_140520,,,,
MAG13786_0013,13.1,['T3PKS'],12454_35981,,,,
MAG13786_0020,20.1,['lanthipeptide-class-iii'],5979_21052,anacyclamide A10,RiPP:Cyanobactin,14,BGC0000472
MAG13787_0011,11.1,['T3PKS'],1_30701,,,,
MAG13789_0009,9.1,['ranthipeptide'],31717_43705,,,,
MAG13790_0002,2.1,['lanthipeptide-class-ii'],65610_88315,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13790_0002,2.1,['lanthipeptide-class-ii'],65610_88315,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13790_0008,8.1,['RiPP-like'],35980_47221,,,,
MAG13790_0008,8.2,['RiPP-like'],35980_47221,,,,
MAG13791_0009,9.1,['ranthipeptide'],15744_37388,,,,
MAG13792_0002,2.1,['ranthipeptide'],19464_40864,,,,
MAG13794_0020,20.1,['lanthipeptide-class-iii'],1_10623,,,,
MAG13796_0005,5.1,['T3PKS'],2656_24479,,,,
MAG13799_0052,52.1,['ranthipeptide'],1_4322,,,,
MAG13802_0046,46.1,['lanthipeptide-class-iii'],1_6648,,,,
MAG13802_0165,165.1,['RiPP-like'],1_3041,,,,
MAG13805_0003,3.1,['T3PKS'],1_31670,,,,
MAG13806_0005,5.1,['betalactone'],63478_90389,,,,
MAG13809_0016,16.1,['RiPP-like'],1769_12950,,,,
MAG13809_0032,32.1,['lanthipeptide-class-iii'],1_9461,,,,
MAG13809_0066,66.1,['lanthipeptide-class-ii'],1_5760,mutacin II,RiPP:Lanthipeptide,100,BGC0000532
MAG13809_0066,66.1,['lanthipeptide-class-ii'],1_5760,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13809_0066,66.1,['lanthipeptide-class-ii'],1_5760,suicin 65,RiPP,30,BGC0001788
MAG13809_0066,66.1,['lanthipeptide-class-ii'],1_5760,nukacin ISK-1,RiPP:Lanthipeptide,18,BGC0000539
MAG13809_0066,66.1,['lanthipeptide-class-ii'],1_5760,lacticin 481,RiPP:Lanthipeptide,20,BGC0000521
MAG13809_0066,66.1,['lanthipeptide-class-ii'],1_5760,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13810_0028,28.1,['terpene'],5070_16110,carotenoid,Terpene,25,BGC0000637
MAG13810_0028,28.1,['terpene'],5070_16110,echoside A/echoside B/echoside C/echoside D/echoside E,NRP,11,BGC0000340
MAG13810_0181,181.1,['ectoine'],1_3968,,,,
MAG13813_0013,13.1,['ranthipeptide'],7894_21212,,,,
MAG13813_0025,25.1,['RiPP-like'],1_7954,,,,
MAG13813_0053,53.1,['RiPP-like'],1_7980,,,,
MAG13813_0077,77.1,['RiPP-like'],1_7568,,,,
MAG13815_0091,91.1,['NAPAA'],1_2776,,,,
MAG13820_0001,1.1,['RiPP-like'],1_8628,,,,
MAG13820_0014,14.1,['lanthipeptide-class-iii'],1_10823,,,,
MAG13821_0272,272.1,['lassopeptide'],1_2629,,,,
MAG13822_0098,98.1,['ranthipeptide'],1_4704,,,,
MAG13824_0011,11.1,['RiPP-like'],45409_57634,,,,
MAG13825_0074,74.1,['lanthipeptide-class-iii'],1_5443,,,,
MAG13828_0002,2.1,['RiPP-like'],22631_33566,,,,
MAG13828_0098,98.1,['LAP'],1_6719,listeriolysin S,RiPP:LAP,25,BGC0001171
MAG13828_0107,107.1,['RiPP-like'],1_5715,,,,
MAG13828_0123,123.1,['RiPP-like'],1_3823,gassericin T,RiPP,33,BGC0000619
MAG13828_0123,123.1,['RiPP-like'],1_3823,gassericin-T,RiPP,33,BGC0001602
MAG13828_0123,123.1,['RiPP-like'],1_3823,gassericin E,RiPP,33,BGC0001388
MAG13828_0130,130.1,['RiPP-like'],1_3085,,,,
MAG13829_0001,1.1,['RiPP-like'],22614_33549,,,,
MAG13829_0001,1.2,['RiPP-like'],22614_33549,,,,
MAG13829_0100,100.1,['LAP'],1_6807,listeriolysin S,RiPP:LAP,25,BGC0001171
MAG13829_0109,109.1,['RiPP-like'],1_5717,,,,
MAG13829_0129,129.1,['RiPP-like'],1_3823,gassericin T,RiPP,33,BGC0000619
MAG13829_0129,129.1,['RiPP-like'],1_3823,gassericin-T,RiPP,33,BGC0001602
MAG13829_0129,129.1,['RiPP-like'],1_3823,gassericin E,RiPP,33,BGC0001388
MAG13829_0138,138.1,['RiPP-like'],1_3078,,,,
MAG13831_0035,35.1,['lanthipeptide-class-iii'],1_10544,,,,
MAG13832_0001,1.1,['T3PKS'],152867_194027,,,,
MAG13833_0007,7.1,['RiPP-like'],6386_17020,,,,
MAG13833_0012,12.1,['RiPP-like'],1_9019,gassericin T,RiPP,22,BGC0000619
MAG13833_0012,12.1,['RiPP-like'],1_9019,gassericin-T,RiPP,22,BGC0001602
MAG13833_0012,12.1,['RiPP-like'],1_9019,gassericin E,RiPP,22,BGC0001388
MAG13833_0016,16.1,['RiPP-like'],7081_13599,gassericin T,RiPP,33,BGC0000619
MAG13833_0016,16.1,['RiPP-like'],7081_13599,gassericin-T,RiPP,33,BGC0001602
MAG13833_0016,16.1,['RiPP-like'],7081_13599,gassericin E,RiPP,22,BGC0001388
MAG13834_0014,14.1,['hglE-KS'],50761_80418,,,,
MAG13835_0018,18.1,['T3PKS'],1_24122,,,,
MAG13838_0005,5.1,['ranthipeptide'],1_12272,,,,
MAG13840_0007,7.1,['terpene'],14383_35306,carotenoid,Terpene,25,BGC0000637
MAG13840_0010,10.1,['T1PKS'],4419_49281,,,,
MAG13840_0016,16.1,['RiPP-like'],28805_37908,,,,
MAG13840_0025,25.1,['RiPP-like'],1_5435,,,,
MAG13841_0026,26.1,['betalactone'],177_17225,,,,
MAG13841_0079,79.1,['aminopolycarboxylic-acid'],1_8360,EDHA,Other,22,BGC0002568
MAG13841_0079,79.1,['aminopolycarboxylic-acid'],1_8360,ethylenediaminesuccinic acid hydroxyarginine (EDHA),Other,33,BGC0001587
MAG13841_0086,86.1,['RiPP-like'],1_8619,,,,
MAG13841_0148,148.1,['terpene'],1_5363,,,,
MAG13842_0016,16.1,['T1PKS'],6307_29503,,,,
MAG13842_0035,35.1,['terpene'],1_17025,carotenoid,Terpene,25,BGC0000637
MAG13842_0035,35.1,['terpene'],1_17025,echoside A/echoside B/echoside C/echoside D/echoside E,NRP,11,BGC0000340
MAG13842_0102,102.1,['terpene'],1_4378,carotenoid,Terpene,25,BGC0000637
MAG13843_0001,1.1,['terpene'],160987_181814,carotenoid,Terpene,25,BGC0000637
MAG13843_0001,1.1,['terpene'],160987_181814,echoside A/echoside B/echoside C/echoside D/echoside E,NRP,11,BGC0000340
MAG13843_0005,5.1,['T1PKS'],70383_105153,,,,
MAG13843_0031,31.1,['ectoine'],4541_11943,,,,
MAG13844_0004,4.1,['LAP'],34205_56239,,,,
MAG13844_0012,12.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13845_0001,1.1,['lanthipeptide-class-ii'],78748_108559,,,,
MAG13845_0004,4.1,['T1PKS'],11069_54017,,,,
MAG13846_0001,1.1,['terpene'],1_12460,oxalomycin B,NRP+Polyketide,6,BGC0001106
MAG13846_0007,7.1,['T1PKS'],55741_100480,,,,
MAG13847_0007,7.1,['T1PKS'],5085_49800,,,,
MAG13847_0051,51.1,['NAPAA'],1_12232,ε-Poly-L-lysine,NRP,100,BGC0002174
MAG13848_0002,2.1,['hydrogen-cyanide'],210546_223521,,,,
MAG13849_0006,6.1,['terpene'],15238_36149,carotenoid,Terpene,25,BGC0000637
MAG13849_0006,6.1,['terpene'],15238_36149,carotenoid,Terpene,33,BGC0000644
MAG13850_0013,13.1,['betalactone'],1_11895,longicatenamide B/longicatenamide C/longicatenamide A/longicatenamide D,NRP,7,BGC0002440
MAG13850_0130,130.1,['terpene'],1_4949,,,,
MAG13851_0049,49.1,['T3PKS'],1_5887,endophenazine A/endophenazine B,Other:Phenazine,16,BGC0001080
MAG13851_0049,49.1,['T3PKS'],1_5887,"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid/5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid/endophenazine A1/endophenazine F/endophenazine G",Other:Phenazine,13,BGC0000934
MAG13851_0049,49.1,['T3PKS'],1_5887,diazepinomicin,Terpene,7,BGC0000679
MAG13851_0049,49.1,['T3PKS'],1_5887,napyradiomycin A80915C/napyradiomycin 2/napyradiomycin 3/napyradiomycin 4,Terpene+Polyketide:Type III polyketide,9,BGC0001079
MAG13851_0049,49.1,['T3PKS'],1_5887,diazaquinomycin H/diazaquinomycin J,Other,6,BGC0001848
MAG13851_0049,49.1,['T3PKS'],1_5887,merochlorin A/merochlorin B/deschloro-merochlorin A/deschloro-merochlorin B/isochloro-merochlorin B/dichloro-merochlorin B/merochlorin D/merochlorin C,Terpene+Polyketide:Type III polyketide,4,BGC0001083
MAG13851_0049,49.1,['T3PKS'],1_5887,phenazine SA/phenazine SB/phenazine SC,Alkaloid,12,BGC0002561
MAG13851_0049,49.1,['T3PKS'],1_5887,viguiepinol,Polyketide,13,BGC0000286
MAG13851_0049,49.1,['T3PKS'],1_5887,furaquinocin B,Terpene+Polyketide,8,BGC0001078
MAG13852_0002,2.1,['arylpolyene'],13496_55691,,,,
MAG13852_0014,14.1,['T3PKS'],9479_50741,,,,
MAG13854_0018,18.1,['ranthipeptide'],1_20071,,,,
MAG13855_0012,12.1,['T3PKS'],1_30207,"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid/5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid/endophenazine A1/endophenazine F/endophenazine G",Other:Phenazine,17,BGC0000934
MAG13855_0012,12.1,['T3PKS'],1_30207,endophenazine A/endophenazine B,Other:Phenazine,22,BGC0001080
MAG13855_0012,12.1,['T3PKS'],1_30207,phenazine SA/phenazine SB/phenazine SC,Alkaloid,25,BGC0002561
MAG13855_0012,12.1,['T3PKS'],1_30207,merochlorin A/merochlorin B/deschloro-merochlorin A/deschloro-merochlorin B/isochloro-merochlorin B/dichloro-merochlorin B/merochlorin D/merochlorin C,Terpene+Polyketide:Type III polyketide,9,BGC0001083
MAG13855_0012,12.1,['T3PKS'],1_30207,viguiepinol,Polyketide,26,BGC0000286
MAG13855_0012,12.1,['T3PKS'],1_30207,napyradiomycin A80915C/napyradiomycin 2/napyradiomycin 3/napyradiomycin 4,Terpene+Polyketide:Type III polyketide,12,BGC0001079
MAG13855_0012,12.1,['T3PKS'],1_30207,diazepinomicin,Terpene,10,BGC0000679
MAG13855_0012,12.1,['T3PKS'],1_30207,furaquinocin B,Terpene+Polyketide,17,BGC0001078
MAG13855_0012,12.1,['T3PKS'],1_30207,diazaquinomycin H/diazaquinomycin J,Other,8,BGC0001848
MAG13855_0012,12.1,['T3PKS'],1_30207,bonnevillamide D/bonnevillamide E,NRP,6,BGC0002373
MAG13855_0012,12.1,['T3PKS'],1_30207,longicatenamide B/longicatenamide C/longicatenamide A/longicatenamide D,NRP,7,BGC0002440
MAG13855_0012,12.1,['T3PKS'],1_30207,lomaiviticin A/lomaiviticin C/lomaiviticin D/lomaiviticin E,Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide,3,BGC0000240
MAG13855_0012,12.1,['T3PKS'],1_30207,gausemycin A/gausemycin B,NRP+Saccharide,2,BGC0002430
MAG13855_0012,12.1,['T3PKS'],1_30207,belactosin A/belactosin C,Other,8,BGC0001441
MAG13856_0017,17.1,['RRE-containing'],1_20095,,,,
MAG13857_0001,1.1,['ranthipeptide'],86763_108457,glucorhamnan,Saccharide,8,BGC0002302
MAG13858_0037,37.1,['ranthipeptide'],1_14793,,,,
MAG13861_0003,3.1,['LAP'],82582_104616,,,,
MAG13861_0015,15.1,['lanthipeptide-class-iii'],1_10568,,,,
MAG13862_0052,52.1,['ranthipeptide'],1_8708,,,,
MAG13863_0017,17.1,['lanthipeptide-class-ii'],1_19272,ruminococcin A,RiPP:Lanthipeptide,28,BGC0000545
MAG13863_0017,17.1,['lanthipeptide-class-ii'],1_19272,variacin,RiPP:Lanthipeptide,100,BGC0000562
MAG13865_0008,8.1,['NRPS'],1_25004,,,,
MAG13865_0018,18.1,['opine-like-metallophore'],1_17504,staphylopine,Other,100,BGC0002487
MAG13865_0018,18.1,['opine-like-metallophore'],1_17504,bacillopaline,Other,87,BGC0002488
MAG13865_0030,30.1,['NI-siderophore'],1_15081,,,,
MAG13865_0077,77.1,['NI-siderophore'],1_8542,staphyloferrin A,Other:Non-NRP siderophore,50,BGC0000944
MAG13865_0166,166.1,['T3PKS'],1_4592,,,,
MAG13870_0017,17.1,['RRE-containing'],1_17932,,,,
MAG13870_0020,20.1,['resorcinol'],1_29348,,,,
MAG13872_0072,72.1,['RRE-containing'],1_10321,,,,
MAG13874_0016,16.1,['ranthipeptide'],1_16793,,,,
MAG13874_0076,76.1,['ranthipeptide'],1_6392,,,,
